Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           6.83        16.82       0.00        0           1            5
1           2.87        16.04       1.00        1           1            3
2           4.45        14.90       2.00        2           1            12
3           2.87        16.07       1.00        1           1            1
4           5.48        16.62       2.00        2           1            11
5           6.26        15.50       1.00        1           1            11
6           4.69        15.15       0.00        0           1            2
7           7.41        14.33       0.00        0           1            4
8           4.37        14.13       0.00        0           1            25
9           6.37        17.98       0.00        0           1            4
10          7.46        19.25       0.00        0           1            14
11          4.34        14.23       4.00        4           1            20
12          4.45        13.45       1.00        1           1            2
13          5.49        13.99       0.00        0           1            33
14          5.98        16.31       1.00        1           1            11
15          3.13        18.47       1.00        1           1            17
16          3.87        18.72       1.00        1           1            18
17          3.13        20.64       1.00        1           1            15
18          3.87        21.07       1.00        1           1            16
19          4.99        12.93       0.00        0           1            37
20          4.34        16.14       1.00        1           1            11
21          2.50        16.89       1.00        1           1            40
22          1.12        17.51       5.00        5           1            34
23          2.19        18.65       0.00        0           1            34
24          2.59        17.35       1.00        1           1            34
25          1.56        15.94       4.00        4           1            34
26          3.34        18.10       0.00        0           1            21
27          1.68        15.47       2.00        2           1            25
28          3.22        14.84       0.00        0           1            27
29          5.84        16.28       0.00        0           1            22
30          2.43        15.95       1.00        1           1            22
31          4.23        17.07       0.00        0           1            24
32          3.22        17.72       0.00        0           1            55
33          2.46        16.06       1.00        1           1            34
34          1.12        16.78       5.00        5           1            22
35          3.84        19.90       0.00        0           1            55
36          2.29        15.92       0.00        0           1            27
37          4.68        14.81       1.00        1           1            30
38          2.49        17.90       0.00        0           1            22
39          2.89        17.73       0.00        0           1            22
40          2.33        16.51       1.00        1           1            25
41          4.69        14.79       0.00        0           1            25
42          0.57        19.11       1.00        1           1            43
43          0.21        19.68       5.00        5           1            45
44          1.11        19.72       2.00        2           1            43
45          0.21        19.85       5.00        5           1            43
46          1.93        19.39       0.00        0           1            43
47          1.72        18.65       3.00        3           1            45
48          3.25        16.52       2.00        2           1            50
49          3.72        17.99       0.00        0           1            48
50          1.88        18.34       1.00        1           1            45
51          0.84        19.07       0.00        0           1            43
52          3.86        15.82       0.00        0           1            60
53          4.76        16.07       0.00        0           1            71
54          1.01        19.41       1.00        1           1            45
55          2.98        18.46       2.00        2           1            64
56          3.66        17.88       1.00        1           1            48
57          3.99        16.82       0.00        0           1            58
58          1.26        16.54       2.00        2           1            60
59          4.15        13.71       0.00        0           1            63
60          1.26        16.91       2.00        2           1            58
61          2.29        20.29       0.00        0           1            44
62          1.86        16.31       1.00        1           1            63
63          1.86        17.30       2.00        2           1            62
64          2.67        17.58       1.00        1           1            47
65          5.78        13.46       0.00        0           1            56
66          3.62        19.08       0.00        0           1            54
67          2.79        19.25       0.00        0           1            44
68          1.27        19.20       0.00        0           1            42
69          4.14        19.12       0.00        0           1            47
70          3.20        21.07       0.00        0           1            45
71          1.92        19.45       1.00        1           1            47
