Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           1.09        5.66        0.67        2           3            61 13 94
1           1.36        5.56        1.33        4           3            7 31 70
2           1.75        5.53        1.67        5           3            21 42 22
3           2.24        5.63        0.67        2           3            42 5 87
4           2.17        6.26        1.00        3           3            72 54 42
5           2.28        6.08        1.00        3           3            87 3 42
6           1.14        4.56        1.00        3           3            16 46 84
7           1.26        4.78        3.00        9           3            31 1 70
8           1.64        4.81        0.33        1           3            6 77 84
9           1.74        5.84        0.33        1           3            35 86 76
10          1.09        5.67        2.33        7           3            58 52 41
11          1.46        4.94        0.00        0           3            82 76 98
12          1.29        5.79        1.00        3           3            60 10 25
13          1.14        5.36        1.33        4           3            16 0 61
14          1.36        4.39        1.00        3           3            82 97 77
15          1.07        5.20        2.00        6           3            50 49 40
16          0.90        4.92        3.00        9           3            13 61 90
17          2.34        5.30        0.00        0           3            32 63 51
18          2.54        5.93        0.00        0           3            15 7 44
19          1.81        5.49        1.33        4           3            88 92 40
20          1.32        5.38        0.67        2           3            45 16 90
21          1.79        5.42        1.33        4           3            2 42 22
22          2.33        5.65        0.67        2           3            2 21 42
23          1.22        4.41        1.00        3           3            84 6 91
24          1.75        6.27        0.00        0           3            53 60 38
25          1.40        5.48        1.00        3           3            38 12 60
26          1.49        5.53        0.00        0           3            90 45 46
27          1.84        5.52        0.00        0           3            71 81 23
28          1.31        5.38        0.33        1           3            52 39 58
29          1.88        6.89        0.67        2           3            95 54 44
30          1.63        4.91        0.00        0           3            23 97 81
31          1.21        5.00        1.67        5           3            7 79 38
32          1.27        4.48        2.00        6           3            51 31 7
33          1.41        5.31        0.00        0           3            90 94 74
34          1.35        6.49        0.67        2           3            86 10 50
35          1.35        5.71        1.00        3           3            9 76 86
36          2.49        5.54        0.00        0           3            70 68 5
37          1.36        5.79        0.33        1           3            49 15 52
38          1.06        4.97        1.67        5           3            25 52 66
39          1.15        5.43        1.00        3           3            91 89 52
40          1.17        5.65        1.00        3           3            15 50 46
41          1.26        5.79        1.00        3           3            67 10 52
42          1.61        4.63        2.67        8           3            2 21 99
43          1.95        4.62        0.33        1           3            51 48 14
44          1.88        6.97        1.67        5           3            54 75 29
45          1.29        5.56        1.33        4           3            20 64 16
46          1.12        4.73        1.67        5           3            69 98 6
47          2.21        6.30        0.00        0           3            25 12 66
48          1.88        4.42        0.33        1           3            77 43 45
49          1.04        5.98        1.33        4           3            37 52 15
50          1.35        5.80        1.00        3           3            15 40 34
51          1.55        4.67        1.33        4           3            32 7 31
52          0.97        5.44        3.00        9           3            58 66 28
53          1.28        5.16        1.33        4           3            38 79 60
54          1.38        6.74        2.00        6           3            62 75 44
55          2.48        7.26        0.00        0           3            2 21 19
56          2.40        5.48        0.00        0           3            53 80 7
57          1.43        5.32        0.67        2           3            70 32 7
58          1.08        5.40        1.33        4           3            52 10 66
59          2.05        6.47        0.33        1           3            93 44 74
60          1.27        5.64        1.67        5           3            12 41 10
61          1.05        5.31        1.33        4           3            0 16 94
62          1.48        6.65        1.00        3           3            54 74 68
63          2.07        6.27        1.00        3           3            1 7 32
64          1.21        5.04        0.67        2           3            69 98 82
65          2.51        6.30        0.00        0           3            16 20 99
66          1.08        5.37        1.33        4           3            52 38 58
67          1.33        6.20        0.33        1           3            41 10 39
68          1.66        5.48        1.00        3           3            74 62 54
69          0.93        4.93        1.67        5           3            46 64 98
70          1.36        5.65        1.33        4           3            7 57 1
71          1.39        5.80        1.00        3           3            85 81 16
72          2.32        6.27        0.33        1           3            4 75 99
73          1.80        5.09        0.00        0           3            1 32 57
74          1.30        5.42        1.33        4           3            68 98 97
75          1.44        6.40        1.00        3           3            54 44 13
76          1.30        4.89        1.33        4           3            98 35 15
77          1.36        4.28        1.33        4           3            84 8 14
78          2.56        6.40        0.00        0           3            19 42 63
79          1.37        5.44        0.67        2           3            31 53 60
80          1.72        5.25        0.33        1           3            51 53 32
81          1.25        5.29        1.00        3           3            94 91 90
82          1.11        4.54        1.33        4           3            14 69 97
83          1.14        5.07        0.00        0           3            61 91 13
84          0.93        4.53        2.00        6           3            23 90 77
85          1.53        6.35        0.67        2           3            71 49 45
86          1.35        6.59        1.00        3           3            34 10 35
87          2.34        6.59        0.67        2           3            5 3 4
88          1.80        5.26        1.00        3           3            92 19 97
89          1.67        5.96        0.33        1           3            39 91 85
90          0.90        5.09        3.00        9           3            91 94 16
91          1.01        5.23        2.33        7           3            90 84 94
92          1.81        5.89        0.67        2           3            88 19 2
93          1.90        5.52        0.33        1           3            59 16 69
94          1.04        5.10        2.00        6           3            90 91 84
95          2.62        7.26        0.33        1           3            29 62 63
96          1.54        5.48        0.00        0           3            49 71 90
97          1.11        4.53        2.00        6           3            98 69 82
98          0.92        4.73        2.33        7           3            46 97 76
99          2.18        5.04        1.00        3           3            42 88 4
