Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           0.86        5.66        1.00        1           1            61
1           1.06        5.56        2.00        2           1            7
2           1.28        5.53        4.00        4           1            21
3           1.86        5.63        0.00        0           1            42
4           1.29        6.26        1.00        1           1            72
5           1.12        6.08        1.00        1           1            87
6           1.07        4.56        1.00        1           1            16
7           1.05        4.78        3.00        3           1            31
8           1.33        4.81        0.00        0           1            6
9           0.98        5.84        1.00        1           1            35
10          0.96        5.67        0.00        0           1            58
11          1.37        4.94        0.00        0           1            82
12          1.08        5.79        1.00        1           1            60
13          0.86        5.36        1.00        1           1            16
14          1.08        4.39        1.00        1           1            82
15          1.00        5.20        3.00        3           1            50
16          0.86        4.92        3.00        3           1            13
17          2.03        5.30        0.00        0           1            32
18          2.28        5.93        0.00        0           1            15
19          1.71        5.49        1.00        1           1            88
20          1.13        5.38        1.00        1           1            45
21          1.28        5.42        1.00        1           1            2
22          1.75        5.65        0.00        0           1            2
23          0.72        4.41        2.00        2           1            84
24          1.28        6.27        0.00        0           1            53
25          1.01        5.48        2.00        2           1            38
26          1.12        5.53        0.00        0           1            90
27          1.60        5.52        0.00        0           1            71
28          0.97        5.38        0.00        0           1            52
29          1.57        6.89        1.00        1           1            95
30          1.46        4.91        0.00        0           1            23
31          1.05        5.00        2.00        2           1            7
32          1.09        4.48        2.00        2           1            51
33          0.99        5.31        0.00        0           1            90
34          1.06        6.49        1.00        1           1            86
35          0.98        5.71        1.00        1           1            9
36          2.12        5.54        0.00        0           1            70
37          0.75        5.79        1.00        1           1            49
38          1.01        4.97        2.00        2           1            25
39          1.02        5.43        1.00        1           1            91
40          1.07        5.65        0.00        0           1            15
41          0.81        5.79        1.00        1           1            67
42          1.50        4.63        2.00        2           1            2
43          1.69        4.62        0.00        0           1            51
44          1.38        6.97        0.00        0           1            54
45          1.13        5.56        1.00        1           1            20
46          0.65        4.73        2.00        2           1            69
47          1.67        6.30        0.00        0           1            25
48          1.70        4.42        0.00        0           1            77
49          0.75        5.98        2.00        2           1            37
50          1.00        5.80        1.00        1           1            15
51          1.09        4.67        3.00        3           1            32
52          0.59        5.44        3.00        3           1            58
53          1.19        5.16        2.00        2           1            38
54          0.91        6.74        3.00        3           1            62
55          2.32        7.26        0.00        0           1            2
56          2.20        5.48        0.00        0           1            53
57          1.30        5.32        0.00        0           1            70
58          0.59        5.40        2.00        2           1            52
59          1.13        6.47        1.00        1           1            93
60          1.08        5.64        1.00        1           1            12
61          0.86        5.31        2.00        2           1            0
62          0.91        6.65        1.00        1           1            54
63          1.36        6.27        0.00        0           1            1
64          0.80        5.04        0.00        0           1            69
65          2.21        6.30        0.00        0           1            16
66          0.88        5.37        0.00        0           1            52
67          0.81        6.20        1.00        1           1            41
68          1.23        5.48        1.00        1           1            74
69          0.65        4.93        2.00        2           1            46
70          1.26        5.65        2.00        2           1            7
71          1.33        5.80        2.00        2           1            85
72          1.29        6.27        1.00        1           1            4
73          1.60        5.09        0.00        0           1            1
74          1.23        5.42        1.00        1           1            68
75          1.37        6.40        0.00        0           1            54
76          0.92        4.89        0.00        0           1            98
77          0.93        4.28        1.00        1           1            84
78          2.34        6.40        0.00        0           1            19
79          1.20        5.44        0.00        0           1            31
80          1.61        5.25        0.00        0           1            51
81          1.06        5.29        0.00        0           1            94
82          1.08        4.54        2.00        2           1            14
83          1.12        5.07        0.00        0           1            61
84          0.72        4.53        2.00        2           1            23
85          1.33        6.35        1.00        1           1            71
86          1.06        6.59        1.00        1           1            34
87          1.12        6.59        1.00        1           1            5
88          1.29        5.26        2.00        2           1            92
89          1.09        5.96        0.00        0           1            39
90          0.83        5.09        4.00        4           1            91
91          0.83        5.23        2.00        2           1            90
92          1.29        5.89        1.00        1           1            88
93          1.13        5.52        1.00        1           1            59
94          0.86        5.10        1.00        1           1            90
95          1.57        7.26        1.00        1           1            29
96          1.40        5.48        0.00        0           1            49
97          0.87        4.53        0.00        0           1            98
98          0.79        4.73        2.00        2           1            46
99          1.61        5.04        0.00        0           1            42
