Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           1.17        7.08        3.00        3           1            61
1           1.56        7.12        2.00        2           1            7
2           2.18        7.46        2.00        2           1            42
3           3.15        7.39        0.00        0           1            42
4           2.00        8.65        1.00        1           1            72
5           1.43        8.26        1.00        1           1            87
6           1.35        6.40        1.00        1           1            46
7           1.53        5.70        3.00        3           1            31
8           1.92        7.16        0.00        0           1            6
9           1.60        7.69        0.00        0           1            35
10          1.39        7.04        1.00        1           1            58
11          1.76        6.50        0.00        0           1            76
12          1.57        6.81        1.00        1           1            10
13          1.34        6.57        0.00        0           1            0
14          1.67        5.56        0.00        0           1            97
15          1.52        6.46        1.00        1           1            97
16          1.06        6.50        3.00        3           1            90
17          2.93        7.19        0.00        0           1            32
18          2.88        8.38        0.00        0           1            75
19          2.09        7.45        1.00        1           1            40
20          1.57        6.56        2.00        2           1            45
21          2.31        7.12        1.00        1           1            2
22          2.72        7.56        0.00        0           1            21
23          1.20        6.18        0.00        0           1            84
24          1.90        8.48        0.00        0           1            53
25          1.57        6.93        1.00        1           1            38
26          1.75        7.55        0.00        0           1            90
27          2.34        7.38        0.00        0           1            71
28          1.55        6.96        0.00        0           1            39
29          2.01        8.94        1.00        1           1            95
30          2.08        6.98        0.00        0           1            94
31          1.53        6.36        2.00        2           1            7
32          1.68        5.94        1.00        1           1            51
33          1.92        7.07        1.00        1           1            90
34          1.54        8.51        1.00        1           1            86
35          1.37        7.28        1.00        1           1            76
36          2.62        7.09        0.00        0           1            68
37          1.19        7.70        1.00        1           1            49
38          1.41        6.51        2.00        2           1            52
39          1.28        6.75        2.00        2           1            91
40          1.38        7.50        1.00        1           1            46
41          1.19        7.39        1.00        1           1            67
42          1.97        6.41        3.00        3           1            77
43          2.52        6.50        0.00        0           1            51
44          1.74        9.14        1.00        1           1            75
45          1.57        7.34        1.00        1           1            20
46          0.99        6.28        3.00        3           1            69
47          3.07        8.65        0.00        0           1            25
48          2.27        6.25        0.00        0           1            20
49          1.19        7.76        2.00        2           1            37
50          1.87        7.67        0.00        0           1            15
51          1.55        6.39        2.00        2           1            7
52          0.98        6.90        3.00        3           1            58
53          1.64        6.97        2.00        2           1            38
54          1.38        9.18        1.00        1           1            62
55          3.28        9.63        0.00        0           1            2
56          3.36        7.27        0.00        0           1            80
57          1.83        7.16        1.00        1           1            70
58          0.98        6.93        2.00        2           1            52
59          1.80        8.96        1.00        1           1            93
60          1.66        7.59        0.00        0           1            12
61          1.17        6.94        2.00        2           1            0
62          1.38        9.25        1.00        1           1            54
63          2.11        8.07        0.00        0           1            1
64          1.31        6.80        0.00        0           1            69
65          2.42        7.77        0.00        0           1            16
66          1.29        7.24        0.00        0           1            52
67          1.19        7.67        1.00        1           1            41
68          2.39        8.08        1.00        1           1            74
69          0.99        6.51        3.00        3           1            46
70          1.83        7.21        1.00        1           1            57
71          1.55        7.28        2.00        2           1            16
72          2.00        8.07        1.00        1           1            4
73          2.02        6.70        0.00        0           1            1
74          1.97        7.25        1.00        1           1            33
75          1.74        8.63        2.00        2           1            44
76          1.25        6.41        3.00        3           1            98
77          1.33        5.75        1.00        1           1            84
78          3.24        8.27        0.00        0           1            19
79          1.83        7.08        0.00        0           1            31
80          2.17        7.19        1.00        1           1            53
81          1.58        7.12        0.00        0           1            94
82          1.45        6.06        0.00        0           1            69
83          1.56        7.03        0.00        0           1            61
84          1.14        6.06        3.00        3           1            91
85          2.15        8.15        0.00        0           1            71
86          1.54        8.36        1.00        1           1            34
87          1.43        8.51        1.00        1           1            5
88          2.16        6.70        1.00        1           1            97
89          1.66        7.65        0.00        0           1            39
90          1.06        6.77        3.00        3           1            16
91          1.14        7.13        2.00        2           1            84
92          2.30        7.84        0.00        0           1            88
93          1.80        7.40        1.00        1           1            59
94          1.44        6.55        2.00        2           1            0
95          2.01        9.63        1.00        1           1            29
96          2.10        6.87        0.00        0           1            49
97          1.35        5.58        3.00        3           1            98
98          1.25        5.92        2.00        2           1            76
99          2.28        6.82        0.00        0           1            42
