Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           1.44        7.08        1.00        3           3            61 13 94
1           1.85        7.12        2.33        7           3            7 31 70
2           2.52        7.46        1.67        5           3            42 21 92
3           3.70        7.39        0.00        0           3            42 87 21
4           2.84        8.65        0.67        2           3            72 54 87
5           2.86        8.26        0.67        2           3            87 36 68
6           1.80        6.40        1.00        3           3            46 16 94
7           1.56        5.70        2.00        6           3            31 51 1
8           2.53        7.16        0.00        0           3            6 77 90
9           2.56        7.69        0.33        1           3            35 76 86
10          1.63        7.04        1.67        5           3            58 12 86
11          1.98        6.50        0.00        0           3            76 14 98
12          1.82        6.81        1.67        5           3            10 60 25
13          1.61        6.57        0.33        1           3            0 16 84
14          1.84        5.56        1.33        4           3            97 82 84
15          1.72        6.46        2.00        6           3            97 39 49
16          1.48        6.50        3.33        10          3            90 6 61
17          3.27        7.19        0.00        0           3            32 63 89
18          3.28        8.38        0.33        1           3            75 44 62
19          2.45        7.45        1.33        4           3            40 92 52
20          1.65        6.56        1.00        3           3            45 16 90
21          2.54        7.12        1.33        4           3            2 42 19
22          3.17        7.56        0.00        0           3            21 2 42
23          1.71        6.18        0.67        2           3            84 91 98
24          2.55        8.48        0.33        1           3            53 52 38
25          1.89        6.93        1.33        4           3            38 12 60
26          2.31        7.55        0.00        0           3            90 45 46
27          2.64        7.38        0.00        0           3            71 81 16
28          1.93        6.96        0.33        1           3            39 52 84
29          2.73        8.94        0.33        1           3            95 54 74
30          2.41        6.98        0.00        0           3            94 23 67
31          1.79        6.36        2.00        6           3            7 38 1
32          1.88        5.94        2.33        7           3            51 7 31
33          2.25        7.07        0.67        2           3            90 74 16
34          2.06        8.51        0.67        2           3            86 50 66
35          1.60        7.28        1.00        3           3            76 9 86
36          3.35        7.09        0.67        2           3            68 5 87
37          2.05        7.70        0.33        1           3            49 52 39
38          1.64        6.51        1.67        5           3            52 25 53
39          1.51        6.75        2.00        6           3            91 98 52
40          1.98        7.50        0.67        2           3            46 15 69
41          2.10        7.39        0.33        1           3            67 12 60
42          2.28        6.41        2.00        6           3            77 2 99
43          2.56        6.50        0.00        0           3            51 14 32
44          2.93        9.14        1.33        4           3            75 54 18
45          1.80        7.34        1.67        5           3            20 64 90
46          1.38        6.28        1.67        5           3            69 6 40
47          3.63        8.65        0.00        0           3            25 12 10
48          2.32        6.25        0.00        0           3            20 45 77
49          1.72        7.76        1.00        3           3            37 52 15
50          2.01        7.67        0.33        1           3            15 86 34
51          2.18        6.39        1.00        3           3            7 32 31
52          1.41        6.90        3.67        11          3            58 66 38
53          1.90        6.97        1.00        3           3            38 52 24
54          2.27        9.18        2.33        7           3            62 75 44
55          3.69        9.63        0.00        0           3            2 92 19
56          3.63        7.27        0.00        0           3            80 32 7
57          2.12        7.16        0.33        1           3            70 1 31
58          1.57        6.93        1.00        3           3            52 10 66
59          3.13        8.96        0.33        1           3            93 44 74
60          2.06        7.59        1.67        5           3            12 25 67
61          1.56        6.94        1.00        3           3            0 16 83
62          2.42        9.25        1.33        4           3            54 74 75
63          2.59        8.07        1.00        3           3            1 7 32
64          1.66        6.80        0.67        2           3            69 45 98
65          3.09        7.77        0.00        0           3            16 20 92
66          1.82        7.24        1.67        5           3            52 58 10
67          2.06        7.67        1.00        3           3            41 39 60
68          2.54        8.08        0.67        2           3            74 62 54
69          1.45        6.51        1.67        5           3            46 64 82
70          1.97        7.21        1.00        3           3            57 1 66
71          1.95        7.28        1.33        4           3            16 81 90
72          3.03        8.07        0.67        2           3            4 75 54
73          2.45        6.70        0.00        0           3            1 60 32
74          2.37        7.25        1.67        5           3            33 97 98
75          2.14        8.63        1.67        5           3            44 54 72
76          1.73        6.41        1.33        4           3            98 35 15
77          1.97        5.75        1.00        3           3            84 14 42
78          3.39        8.27        0.00        0           3            19 70 63
79          1.96        7.08        0.00        0           3            31 1 86
80          2.46        7.19        0.33        1           3            53 32 66
81          1.83        7.12        1.00        3           3            94 46 71
82          1.68        6.06        0.67        2           3            69 97 14
83          1.78        7.03        0.33        1           3            61 91 84
84          1.29        6.06        3.33        10          3            91 23 90
85          2.26        8.15        0.00        0           3            71 45 28
86          1.63        8.36        2.00        6           3            34 35 10
87          3.35        8.51        1.33        4           3            5 4 36
88          2.30        6.70        0.67        2           3            97 15 92
89          2.50        7.65        0.33        1           3            39 91 97
90          1.29        6.77        3.00        9           3            16 91 84
91          1.28        7.13        2.00        6           3            84 90 39
92          2.52        7.84        1.67        5           3            88 19 2
93          2.90        7.40        0.33        1           3            59 33 16
94          1.60        6.55        1.33        4           3            0 81 84
95          3.33        9.63        0.33        1           3            29 62 63
96          2.22        6.87        0.00        0           3            49 71 52
97          1.56        5.58        2.33        7           3            98 15 69
98          1.39        5.92        2.33        7           3            76 97 84
99          3.45        6.82        0.33        1           3            42 88 21
