Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           0.79        1.00        0.00        0           15           25 5 46 53 11 21 20 41 23 12 62 65 67 69 2
1           0.68        0.95        0.54        7           13           3 4 46 38 50 27 28 57 30 32 40 66 67
2           0.63        0.95        0.67        6           9            6 11 56 41 62 8 12 15 27
3           0.63        0.95        0.50        5           10           1 4 32 57 30 27 38 25 22 41
4           0.74        1.00        0.36        5           14           1 3 18 11 26 57 32 30 28 22 21 17 15 9
5           0.63        1.00        0.83        5           6            12 39 27 8 11 20
6           0.63        0.89        0.20        2           10           2 62 12 25 64 27 8 58 11 41
7           0.79        0.95        0.00        0           25           61 36 44 22 23 25 27 30 32 33 39 1 48 49 50 52 53 59 60 66 20 12 21 4 8
8           0.47        0.95        2.33        14          6            36 34 27 25 12 55
9           0.68        1.00        1.00        5           5            14 15 59 20 17
10          0.74        1.00        0.12        2           17           11 12 2 14 1 34 28 27 38 25 20 41 15 9 3 8 6
11          0.58        1.00        1.33        12          9            41 2 12 10 20 25 27 30 34
12          0.53        0.89        2.12        17          8            34 27 8 25 48 41 30 11
13          0.68        1.00        0.00        0           6            34 30 38 27 45 12
14          0.68        1.00        0.44        4           9            9 20 16 11 65 27 10 5 34
15          0.63        1.00        1.50        9           6            17 20 2 16 59 9
16          0.68        1.00        0.80        4           5            15 14 17 59 36
17          0.68        0.95        0.86        6           7            18 15 59 60 2 16 9
18          0.68        1.00        0.50        3           6            17 59 58 4 20 15
19          0.74        0.95        0.57        4           7            40 24 31 21 18 67 37
20          0.58        0.95        2.50        15          6            59 56 63 15 12 11
21          0.63        0.95        1.22        11          9            40 26 24 25 38 34 33 27 28
22          0.53        0.95        1.78        16          9            34 25 38 30 27 23 8 42 45
23          0.58        0.95        1.14        8           7            25 22 34 27 39 41 30
24          0.68        0.95        0.67        6           9            40 21 25 22 19 60 53 69 68
25          0.47        0.95        3.57        25          7            27 34 30 41 23 8 22
26          0.74        1.00        0.43        3           7            21 22 4 54 53 40 31
27          0.37        0.95        5.80        29          5            34 30 32 36 25
28          0.68        0.95        1.14        8           7            32 27 21 1 39 52 61
29          0.79        1.00        0.00        0           14           5 11 1 24 20 33 41 46 53 57 60 61 62 3
30          0.53        0.95        2.38        19          8            27 34 25 38 36 12 22 51
31          0.79        0.95        0.11        2           19           19 26 23 14 28 35 39 20 42 16 15 49 51 53 71 61 5 63 68
32          0.58        0.95        1.12        9           8            27 28 22 55 30 34 38 39
33          0.63        0.95        0.56        5           9            34 30 27 25 36 8 21 40 44
34          0.42        0.95        2.20        22          10           27 30 43 51 25 42 22 8 38 36
35          0.74        1.00        0.44        4           9            55 25 69 8 36 34 33 12 30
36          0.47        0.95        2.00        10          5            8 27 34 42 43
37          0.79        1.00        0.23        3           13           61 70 19 35 53 54 17 22 47 12 64 39 69
38          0.53        0.95        1.00        10          10           27 34 43 42 22 30 45 8 36 40
39          0.63        0.95        1.40        7           5            32 23 5 54 22
40          0.63        0.95        0.75        9           12           21 38 25 24 33 46 68 30 27 23 22 19
41          0.58        0.95        1.33        12          9            11 25 12 48 34 27 23 64 63
42          0.42        0.95        3.00        15          5            43 45 54 47 34
43          0.42        0.95        2.67        16          6            42 45 34 47 51 50
44          0.58        0.95        1.00        7           7            67 51 46 50 45 25 43
45          0.47        0.95        2.33        14          6            42 43 54 47 34 50
46          0.53        0.95        2.00        14          7            67 48 43 25 65 50 44
47          0.58        0.95        1.60        8           5            54 42 43 45 64
48          0.53        0.95        1.00        8           8            46 27 56 43 42 12 65 25
49          0.68        1.00        0.36        5           14           48 63 62 61 20 54 56 52 59 46 27 64 43 42
50          0.53        0.95        1.80        9           5            43 54 45 42 46
51          0.53        1.00        1.14        8           7            43 34 42 27 30 44 45
52          0.68        0.95        0.45        5           11           60 61 65 64 59 58 28 12 49 66 43
53          0.68        0.95        0.58        7           12           56 46 44 21 11 54 62 24 65 25 68 30
54          0.47        0.95        3.00        15          5            47 42 45 43 50
55          0.63        1.00        0.43        3           7            8 32 27 64 35 36 12
56          0.58        0.95        0.86        6           7            43 42 48 45 65 20 46
57          0.63        1.00        1.50        9           6            58 59 60 63 3 68
58          0.53        0.95        1.60        8           5            59 60 62 63 57
59          0.47        0.89        2.80        14          5            58 60 63 62 20
60          0.58        0.95        2.17        13          6            58 59 63 62 57 68
61          0.68        0.95        0.83        10          12           70 67 52 32 22 37 44 54 60 28 49 57
62          0.53        0.95        2.20        11          5            63 60 58 59 65
63          0.58        0.95        1.29        9           7            62 59 60 58 41 57 20
64          0.58        0.95        1.80        9           5            41 43 45 65 47
65          0.58        0.95        2.00        10          5            46 48 62 64 56
66          0.74        0.95        0.36        4           11           46 52 54 1 40 65 45 61 57 70 50
67          0.63        0.95        0.73        8           11           44 46 25 50 48 22 51 54 61 68 71
68          0.58        0.95        1.40        7           5            46 42 51 60 54
69          0.74        1.00        0.80        4           5            35 40 24 64 21
70          0.74        1.00        0.33        3           9            54 47 61 67 37 25 49 60 66
71          0.63        0.95        0.40        2           5            67 45 47 51 54
