Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           0.68        1.00        0.00        0           1            25
1           0.32        0.95        3.00        3           1            3
2           0.47        0.95        1.00        1           1            6
3           0.32        0.95        1.00        1           1            1
4           0.58        1.00        0.00        0           1            1
5           0.58        1.00        1.00        1           1            12
6           0.47        0.89        1.00        1           1            2
7           0.74        0.95        0.00        0           2            61 36
8           0.32        0.95        3.00        3           1            36
9           0.58        1.00        1.00        1           1            14
10          0.58        1.00        0.00        0           1            11
11          0.42        1.00        4.00        4           1            41
12          0.47        0.89        0.33        1           3            34 27 8
13          0.63        1.00        0.00        0           1            34
14          0.58        1.00        2.00        2           1            9
15          0.53        1.00        2.00        2           1            17
16          0.63        1.00        0.00        0           2            15 14
17          0.53        0.95        1.00        2           2            18 15
18          0.53        1.00        1.00        1           1            17
19          0.63        0.95        1.00        1           1            40
20          0.47        0.95        0.00        0           1            59
21          0.42        0.95        4.00        4           1            40
22          0.42        0.95        0.00        0           1            34
23          0.47        0.95        1.00        1           1            25
24          0.58        0.95        1.00        2           2            40 21
25          0.37        0.95        3.00        3           1            27
26          0.53        1.00        0.00        0           1            21
27          0.26        0.95        7.00        7           1            34
28          0.42        0.95        0.00        0           1            32
29          0.74        1.00        0.00        0           2            5 11
30          0.32        0.95        0.50        1           2            27 34
31          0.68        0.95        0.00        0           1            19
32          0.37        0.95        3.00        3           1            27
33          0.53        0.95        0.00        0           1            34
34          0.26        0.95        8.00        8           1            27
35          0.63        1.00        1.00        1           1            55
36          0.32        0.95        2.00        2           1            8
37          0.68        1.00        0.00        0           1            61
38          0.42        0.95        0.00        0           2            27 34
39          0.58        0.95        0.00        0           2            32 23
40          0.42        0.95        4.00        4           1            21
41          0.42        0.95        2.00        2           1            11
42          0.11        0.95        4.00        4           1            43
43          0.11        0.95        5.00        5           1            42
44          0.42        0.95        2.00        2           1            67
45          0.16        0.95        2.00        2           1            42
46          0.42        0.95        3.00        6           2            67 48
47          0.37        0.95        4.00        4           1            54
48          0.42        0.95        2.00        4           2            46 27
49          0.58        1.00        0.00        0           1            48
50          0.42        0.95        0.00        0           1            43
51          0.42        1.00        1.00        2           2            43 34
52          0.63        0.95        0.67        2           3            60 61 65
53          0.68        0.95        0.00        0           12           56 46 44 21 11 54 62 24 65 25 68 30
54          0.37        0.95        6.00        6           1            47
55          0.47        1.00        1.00        1           1            8
56          0.47        0.95        0.33        1           3            43 42 48
57          0.53        1.00        0.00        0           1            58
58          0.26        0.95        1.50        3           2            59 60
59          0.26        0.89        3.00        3           1            58
60          0.26        0.95        3.00        3           1            58
61          0.63        0.95        1.00        4           4            70 67 52 32
62          0.37        0.95        3.00        3           1            63
63          0.37        0.95        0.50        1           2            62 59
64          0.58        0.95        0.20        1           5            41 43 45 65 47
65          0.53        0.95        1.00        3           3            46 48 62
66          0.68        0.95        0.00        0           4            46 52 54 1
67          0.42        0.95        2.00        4           2            44 46
68          0.58        0.95        0.20        1           5            46 42 51 60 54
69          0.68        1.00        0.00        0           4            35 40 24 64
70          0.63        1.00        0.33        1           3            54 47 61
71          0.63        0.95        0.00        0           5            67 45 47 51 54
