Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           4.57        8.41        0.33        1           3            5 37 11
1           3.91        8.02        0.33        1           3            3 11 14
2           2.34        7.45        1.33        4           3            12 15 6
3           3.51        8.04        0.33        1           3            1 41 11
4           3.54        8.31        1.67        5           3            11 9 2
5           3.53        7.75        0.67        2           3            11 0 9
6           3.41        7.58        0.33        1           3            2 12 15
7           4.19        7.16        0.00        0           3            4 28 11
8           2.26        7.07        0.33        1           3            25 34 33
9           3.53        8.99        1.00        3           3            4 14 5
10          3.88        9.63        0.00        0           3            14 2 4
11          2.85        7.11        3.00        9           3            20 4 12
12          3.10        6.73        1.00        3           3            2 11 8
13          3.27        7.00        0.00        0           3            33 41 21
14          3.57        8.15        1.33        4           3            11 9 4
15          2.17        9.24        1.67        5           3            17 16 18
16          2.15        9.36        1.00        3           3            18 15 17
17          2.38        10.32       1.00        3           3            15 16 18
18          2.38        10.54       1.00        3           3            16 15 17
19          3.08        6.47        0.33        1           3            37 24 28
20          3.90        8.07        0.33        1           3            11 14 59
21          1.34        8.44        1.33        4           3            40 33 34
22          1.22        8.76        3.33        10          3            34 25 30
23          1.52        9.33        0.67        2           3            34 22 25
24          1.55        8.67        1.67        5           3            34 22 33
25          1.11        7.97        3.33        10          3            34 27 22
26          2.06        9.05        0.67        2           3            21 71 24
27          1.14        7.74        1.67        5           3            25 34 36
28          1.76        7.42        0.67        2           3            27 25 32
29          3.19        8.14        0.00        0           3            22 24 30
30          1.33        7.97        1.33        4           3            22 34 38
31          2.25        8.54        0.00        0           3            24 26 39
32          1.70        8.86        0.67        2           3            55 27 38
33          1.32        8.03        1.33        4           3            34 25 21
34          0.96        8.39        4.67        14          3            22 25 27
35          2.12        9.95        0.00        0           3            55 24 71
36          1.66        7.96        0.33        1           3            27 25 34
37          2.50        7.41        0.67        2           3            30 22 19
38          1.33        8.95        0.67        2           3            22 34 30
39          1.91        8.86        0.33        1           3            22 23 34
40          1.25        8.25        0.33        1           3            25 21 34
41          2.54        7.39        0.67        2           3            25 34 23
42          0.52        9.55        2.67        8           3            43 45 54
43          0.42        9.84        3.33        10          3            45 42 51
44          0.73        9.86        1.00        3           3            43 45 51
45          0.46        9.92        3.67        11          3            43 42 51
46          1.13        9.70        0.67        2           3            43 45 50
47          0.87        9.33        1.33        4           3            45 43 42
48          1.75        8.26        0.67        2           3            50 54 42
49          2.32        9.00        0.00        0           3            48 50 60
50          1.05        9.17        1.67        5           3            45 43 54
51          0.70        9.53        1.00        3           3            43 45 42
52          2.45        7.91        0.67        2           3            60 58 61
53          2.48        8.04        0.00        0           3            71 26 22
54          0.52        9.70        1.33        4           3            45 43 42
55          1.61        9.23        1.33        4           3            64 61 32
56          2.48        8.94        0.33        1           3            48 46 42
57          2.21        8.41        0.00        0           3            58 60 66
58          1.85        8.27        1.67        5           3            60 64 63
59          2.36        6.86        0.33        1           3            63 62 60
60          1.93        8.45        2.33        7           3            58 63 52
61          1.50        10.15       1.67        5           3            44 71 67
62          2.10        8.16        0.67        2           3            63 60 58
63          1.85        8.65        1.33        4           3            62 60 58
64          1.56        8.79        1.00        3           3            47 55 45
65          3.32        6.73        0.00        0           3            56 52 64
66          1.95        9.54        0.33        1           3            54 50 46
67          1.50        9.62        0.33        1           3            44 50 61
68          1.01        9.60        0.00        0           3            42 43 45
69          2.23        9.56        0.00        0           3            47 55 61
70          1.80        10.54       0.00        0           3            45 43 47
71          1.40        9.73        1.33        4           3            47 44 61
