Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
0           3.41        8.41        0.00        0           1            5
1           1.44        8.02        1.00        1           1            3
2           2.23        7.45        2.00        2           1            12
3           1.44        8.04        1.00        1           1            1
4           2.74        8.31        2.00        2           1            11
5           3.13        7.75        1.00        1           1            11
6           2.34        7.58        0.00        0           1            2
7           3.70        7.16        0.00        0           1            4
8           2.18        7.07        0.00        0           1            25
9           3.19        8.99        0.00        0           1            4
10          3.73        9.63        0.00        0           1            14
11          2.17        7.11        4.00        4           1            20
12          2.23        6.73        1.00        1           1            2
13          2.75        7.00        0.00        0           1            33
14          2.99        8.15        1.00        1           1            11
15          1.56        9.24        1.00        1           1            17
16          1.93        9.36        1.00        1           1            18
17          1.56        10.32       1.00        1           1            15
18          1.93        10.54       1.00        1           1            16
19          2.50        6.47        0.00        0           1            37
20          2.17        8.07        1.00        1           1            11
21          1.25        8.44        1.00        1           1            40
22          0.56        8.76        5.00        5           1            34
23          1.09        9.33        0.00        0           1            34
24          1.30        8.67        1.00        1           1            34
25          0.78        7.97        4.00        4           1            34
26          1.67        9.05        0.00        0           1            21
27          0.84        7.74        2.00        2           1            25
28          1.61        7.42        0.00        0           1            27
29          2.92        8.14        0.00        0           1            22
30          1.22        7.97        1.00        1           1            22
31          2.12        8.54        0.00        0           1            24
32          1.61        8.86        0.00        0           1            55
33          1.23        8.03        1.00        1           1            34
34          0.56        8.39        5.00        5           1            22
35          1.92        9.95        0.00        0           1            55
36          1.14        7.96        0.00        0           1            27
37          2.34        7.41        1.00        1           1            30
38          1.25        8.95        0.00        0           1            22
39          1.44        8.86        0.00        0           1            22
40          1.16        8.25        1.00        1           1            25
41          2.34        7.39        0.00        0           1            25
42          0.28        9.55        1.00        1           1            43
43          0.10        9.84        5.00        5           1            45
44          0.56        9.86        2.00        2           1            43
45          0.10        9.92        5.00        5           1            43
46          0.96        9.70        0.00        0           1            43
47          0.86        9.33        3.00        3           1            45
48          1.62        8.26        2.00        2           1            50
49          1.86        9.00        0.00        0           1            48
50          0.94        9.17        1.00        1           1            45
51          0.42        9.53        0.00        0           1            43
52          1.93        7.91        0.00        0           1            60
53          2.38        8.04        0.00        0           1            71
54          0.51        9.70        1.00        1           1            45
55          1.49        9.23        2.00        2           1            64
56          1.83        8.94        1.00        1           1            48
57          2.00        8.41        0.00        0           1            58
58          0.63        8.27        2.00        2           1            60
59          2.08        6.86        0.00        0           1            63
60          0.63        8.45        2.00        2           1            58
61          1.15        10.15       0.00        0           1            44
62          0.93        8.16        1.00        1           1            63
63          0.93        8.65        2.00        2           1            62
64          1.33        8.79        1.00        1           1            47
65          2.89        6.73        0.00        0           1            56
66          1.81        9.54        0.00        0           1            54
67          1.39        9.62        0.00        0           1            44
68          0.64        9.60        0.00        0           1            42
69          2.07        9.56        0.00        0           1            47
70          1.60        10.54       0.00        0           1            45
71          0.96        9.73        1.00        1           1            47
